concoct_megahit_6_1_1	K00598
vamb.spades.1056_49_53	K00772
vamb.spades.1056_49_54	K08963
vamb.spades.1056_49_55	K09684
vamb.spades.1056_49_56	K01487
vamb.spades.1056_49_57	K03312
vamb.spades.1056_49_60	K03406
vamb.spades.1056_49_61	K00286
vamb.spades.1056_49_63	K07079
vamb.spades.1056_49_65	K06926
vamb.spades.1056_49_66	K01273
vamb.spades.1056_49_71	K03972
vamb.spades.1056_49_75	K02359
vamb.spades.1056_49_75	K11740
vamb.spades.1056_49_75	K19003
vamb.spades.1056_50_1	K02990
vamb.spades.1056_50_2	K03111
vamb.spades.1056_50_3	K02963
vamb.spades.1056_50_7	K02939
vamb.spades.1056_50_8	K02314
vamb.spades.1056_50_12	K02315
vamb.spades.1056_50_13	K07105
vamb.spades.1056_50_14	K01875
vamb.spades.1056_50_18	K02119
vamb.spades.1056_50_19	K02123
vamb.spades.1056_50_20	K02124
vamb.spades.1056_50_21	K02122
vamb.spades.1056_50_23	K02117
vamb.spades.1056_50_24	K02118
vamb.spades.1056_50_25	K02120
vamb.spades.1056_50_26	K11991
vamb.spades.1056_50_28	K13993
vamb.spades.1056_50_29	K00763
vamb.spades.1056_50_31	K04759
vamb.spades.1056_50_32	K04758
vamb.spades.1056_50_33	K17686
vamb.spades.1056_50_34	K07213
vamb.spades.1056_50_35	K21600
vamb.spades.1056_50_38	K05516
vamb.spades.1056_50_39	K03688
vamb.spades.1056_50_41	K09770
vamb.spades.1056_50_44	K02406
vamb.spades.1056_50_45	K02422
vamb.spades.1056_51_1	K01710
vamb.spades.1056_51_2	K02805
vamb.spades.1056_51_3	K16704
vamb.spades.1056_51_5	K18431
vamb.spades.1056_51_6	K08068
vamb.spades.1056_51_6	K18429
vamb.spades.1056_51_7	K01654
vamb.spades.1056_51_10	K02406
vamb.spades.1056_51_12	K03563
vamb.spades.1056_51_13	K13626
vamb.spades.1056_51_14	K02397
vamb.spades.1056_51_15	K02396
vamb.spades.1056_51_16	K02396
vamb.spades.1056_51_18	K02398
vamb.spades.1056_51_20	K02242
vamb.spades.1056_51_21	K03581
vamb.spades.1056_51_26	K03088
vamb.spades.1056_51_26	K03091
vamb.spades.1056_51_27	K00789
vamb.spades.1056_51_29	K01572
vamb.spades.1056_51_32	K01966
vamb.spades.1056_51_35	K07710
vamb.spades.108_1_1	K00820
vamb.spades.108_1_2	K07090
vamb.spades.108_1_4	K01534
vamb.spades.108_1_5	K21903
vamb.spades.108_1_6	K03093
vamb.spades.108_2_5	K01916
vamb.spades.108_2_8	K01159
vamb.spades.108_2_9	K03550
vamb.spades.108_3_2	K01999
vamb.spades.108_3_3	K01997
vamb.spades.108_3_4	K01998
vamb.spades.108_3_5	K01995
vamb.spades.108_3_6	K01996
vamb.spades.108_3_7	K04767
vamb.spades.108_3_8	K01915
vamb.spades.108_3_9	K03664
vamb.spades.108_3_10	K12573
vamb.spades.108_3_12	K03928
vamb.spades.108_3_14	K15987
vamb.spades.108_3_15	K03075
vamb.spades.108_3_16	K01689
vamb.spades.108_3_17	K15633
vamb.spades.108_3_18	K01803
vamb.spades.108_3_19	K00927
vamb.spades.108_3_19	K01803
vamb.spades.108_3_20	K00134
vamb.spades.108_3_21	K05311
vamb.spades.108_3_22	K01305
vamb.spades.108_3_23	K03406
vamb.spades.108_3_24	K03409
vamb.spades.108_3_27	K03092
vamb.spades.108_3_29	K09762
vamb.spades.108_3_31	K06958
vamb.spades.108_3_32	K04477
vamb.spades.108_3_35	K08972
vamb.spades.108_3_36	K03703
vamb.spades.108_3_37	K03701
vamb.spades.108_3_38	K03702
vamb.spades.108_3_40	K06282
vamb.spades.108_3_41	K06281
vamb.spades.108_3_42	K03620
vamb.spades.108_3_43	K03605
vamb.spades.108_3_46	K03797
vamb.spades.108_3_47	K09811
vamb.spades.108_3_48	K09812
vamb.spades.108_3_49	K00615
vamb.spades.108_3_50	K00615
vamb.spades.108_3_51	K08309
vamb.spades.108_3_52	K02836
vamb.spades.108_3_53	K03070
vamb.spades.108_3_54	K05808
vamb.spades.108_3_55	K03704
vamb.spades.108_3_56	K02028
vamb.spades.108_3_57	K02029
vamb.spades.108_3_58	K02030
vamb.spades.108_3_60	K02422
vamb.spades.108_3_62	K02407
vamb.spades.108_3_63	K06603
vamb.spades.108_3_64	K00027
vamb.spades.108_3_65	K01678
vamb.spades.108_3_66	K01677
vamb.spades.108_3_67	K00240
vamb.spades.108_5_2	K01703
vamb.spades.108_5_2	K20452
vamb.spades.108_5_3	K01704
vamb.spades.108_5_4	K00052
vamb.spades.108_5_5	K01703
vamb.spades.108_5_6	K01704
vamb.spades.108_5_14	K00260
vamb.spades.108_5_14	K00261
vamb.spades.108_5_15	K09779
vamb.spades.108_5_16	K03307
vamb.spades.108_5_21	K02337
vamb.spades.108_5_22	K00954
vamb.spades.108_5_23	K06285
vamb.spades.108_5_25	K00850
vamb.spades.108_5_26	K00873
vamb.spades.108_5_27	K00820
vamb.spades.108_6_9	K03091
vamb.spades.108_6_15	K01951
vamb.spades.108_6_16	K00760
vamb.spades.108_6_18	K04077
vamb.spades.108_6_19	K04078
vamb.spades.108_6_20	K01934
vamb.spades.108_6_22	K01409
vamb.spades.108_6_23	K03789
vamb.spades.108_6_24	K14742
vamb.spades.108_6_25	K06925
vamb.spades.108_6_26	K02490
vamb.spades.108_6_29	K06959
vamb.spades.108_6_31	K07010
vamb.spades.108_6_32	K07171
vamb.spades.108_6_33	K07723
vamb.spades.108_6_34	K01775
vamb.spades.108_6_35	K17758
vamb.spades.108_6_35	K17759
vamb.spades.108_6_36	K00997
vamb.spades.108_6_37	K03431
vamb.spades.108_6_39	K18672
vamb.spades.108_6_45	K00052
vamb.spades.108_6_46	K01704
vamb.spades.108_6_47	K01703
vamb.spades.108_6_47	K20452
vamb.spades.108_6_48	K01649
vamb.spades.108_6_49	K01652
vamb.spades.108_6_50	K00053
vamb.spades.108_6_51	K01653
vamb.spades.108_6_52	K01652
vamb.spades.108_6_55	K01077
vamb.spades.108_6_57	K01866
vamb.spades.108_6_58	K06207
vamb.spades.108_6_59	K15973
vamb.spades.108_6_60	K07238
vamb.spades.108_6_61	K07090
vamb.spades.108_6_62	K07090
vamb.spades.108_6_66	K16846
vamb.spades.108_6_67	K16849
vamb.spades.108_6_68	K00970
vamb.spades.108_6_68	K00974
vamb.spades.108_6_71	K03100
vamb.spades.108_6_71	K06147
vamb.spades.108_6_71	K13280
vamb.spades.108_6_74	K13280
vamb.spades.108_7_1	K00240
vamb.spades.108_7_3	K03522
vamb.spades.108_8_1	K03091
vamb.spades.108_8_4	K03708
vamb.spades.108_8_5	K19411
vamb.spades.108_8_6	K19405
vamb.spades.108_8_7	K03696
vamb.spades.108_8_8	K04485
vamb.spades.108_8_10	K07736
vamb.spades.108_8_12	K00991
vamb.spades.108_8_12	K21030
vamb.spades.108_8_13	K01770
vamb.spades.108_8_13	K12506
vamb.spades.108_8_14	K09698
vamb.spades.108_8_15	K00640
vamb.spades.108_8_16	K01883
vamb.spades.108_8_17	K11145
vamb.spades.108_8_18	K03465
vamb.spades.108_8_19	K03218
vamb.spades.108_8_20	K06962
vamb.spades.108_8_21	K03091
vamb.spades.108_8_22	K02358
vamb.spades.108_8_23	K02913
vamb.spades.108_8_24	K03073
vamb.spades.108_8_25	K02601
vamb.spades.108_8_26	K02867
vamb.spades.108_8_27	K02863
vamb.spades.108_8_28	K02864
vamb.spades.108_8_29	K02935
vamb.spades.108_8_30	K03043
vamb.spades.108_8_31	K03046
vamb.spades.108_8_32	K07590
vamb.spades.108_8_33	K02950
vamb.spades.108_8_34	K02992
vamb.spades.108_8_35	K02355
vamb.spades.108_8_36	K02358
vamb.spades.108_8_37	K02946
vamb.spades.108_8_38	K02906
vamb.spades.108_8_39	K02926
vamb.spades.108_8_40	K02892
vamb.spades.108_8_41	K02886
vamb.spades.108_8_42	K02965
vamb.spades.108_8_43	K02890
vamb.spades.108_8_44	K02982
vamb.spades.108_8_45	K02878
vamb.spades.108_8_46	K02904
vamb.spades.108_8_47	K02961
vamb.spades.108_8_48	K02874
vamb.spades.108_8_49	K02895
vamb.spades.108_8_50	K02931
vamb.spades.108_8_51	K02954
vamb.spades.108_8_52	K02994
vamb.spades.108_8_53	K02933
vamb.spades.108_8_54	K02881
vamb.spades.108_8_55	K02988
vamb.spades.108_8_56	K02907
vamb.spades.108_8_57	K02876
vamb.spades.108_8_58	K03076
vamb.spades.108_8_59	K00939
vamb.spades.108_8_60	K01265
vamb.spades.108_8_62	K02518
vamb.spades.108_8_63	K02919
vamb.spades.108_8_64	K02952
vamb.spades.108_8_65	K02948
vamb.spades.108_8_66	K02986
vamb.spades.108_8_67	K03040
vamb.spades.108_8_68	K02879
vamb.spades.108_8_69	K16786
vamb.spades.108_8_69	K16787
vamb.spades.108_8_70	K16787
vamb.spades.108_8_71	K16783
vamb.spades.108_8_71	K16785
vamb.spades.108_8_72	K06173
vamb.spades.108_8_73	K02871
vamb.spades.108_8_74	K02996
vamb.spades.108_8_75	K01448
vamb.spades.108_8_78	K00145
vamb.spades.108_8_79	K00620
vamb.spades.108_8_80	K00930
vamb.spades.108_8_81	K00821
vamb.spades.108_8_84	K00611
vamb.spades.108_8_84	K09065
vamb.spades.108_8_85	K01940
vamb.spades.108_8_86	K01755
vamb.spades.108_8_87	K11623
vamb.spades.108_9_2	K09155
vamb.spades.108_9_3	K07149
vamb.spades.108_9_6	K03594
vamb.spades.108_9_9	K05810
vamb.spades.108_9_12	K06997
vamb.spades.108_9_13	K09772
vamb.spades.108_9_14	K00286
vamb.spades.108_9_15	K02221
vamb.spades.108_9_17	K04074
vamb.spades.108_9_20	K01870
vamb.spades.108_9_22	K00605
vamb.spades.108_9_23	K02437
vamb.spades.108_9_24	K00282
vamb.spades.108_9_25	K00283
vamb.spades.108_10_2	K09928
vamb.spades.108_10_3	K05786
vamb.spades.108_10_4	K02510
vamb.spades.108_10_5	K04488
vamb.spades.108_10_8	K03676
vamb.spades.108_10_8	K06191
vamb.spades.108_10_11	K05592
vamb.spades.108_10_12	K04487
vamb.spades.108_10_13	K03151
vamb.spades.108_10_16	K02614
vamb.spades.108_10_18	K04518
vamb.spades.108_10_18	K14170
vamb.spades.108_10_25	K07301
vamb.spades.108_10_29	K07038
vamb.spades.108_10_30	K01151
vamb.spades.108_10_31	K00768
vamb.spades.108_10_36	K00533
vamb.spades.108_10_37	K19689
vamb.spades.108_10_39	K13292
vamb.spades.108_10_40	K06298
vamb.spades.108_10_41	K01448
vamb.spades.108_10_42	K01776
vamb.spades.108_10_44	K00989
vamb.spades.108_10_45	K02428
vamb.spades.108_10_46	K07095
vamb.spades.108_10_47	K03545
vamb.spades.108_10_48	K01358
vamb.spades.108_10_49	K03544
vamb.spades.108_10_50	K06423
vamb.spades.108_10_52	K01338
vamb.spades.108_10_53	K03978
vamb.spades.108_10_56	K03326
vamb.spades.108_10_57	K01295
vamb.spades.108_10_58	K02549
vamb.spades.108_10_60	K02035
vamb.spades.108_10_61	K02033
vamb.spades.108_10_62	K02034
vamb.spades.108_10_63	K02031
vamb.spades.108_10_63	K02032
vamb.spades.108_10_65	K11261
vamb.spades.108_10_66	K02051
vamb.spades.108_10_68	K01873
vamb.spades.108_10_69	K11754
vamb.spades.108_10_71	K01926
vamb.spades.108_10_75	K07053
vamb.spades.108_10_78	K06287
vamb.spades.108_10_79	K03630
vamb.spades.108_10_80	K03569
vamb.spades.108_10_81	K03570
vamb.spades.108_10_82	K03571
vamb.spades.108_10_83	K05515
vamb.spades.108_10_84	K03610
vamb.spades.108_10_85	K03609
vamb.spades.108_10_86	K03608
vamb.spades.108_10_87	K05837
vamb.spades.108_10_88	K03324
vamb.spades.108_10_90	K03116
vamb.spades.108_10_91	K03118
vamb.spades.108_10_95	K22226
vamb.spades.108_10_99	K01533
vamb.spades.108_10_99	K17686
vamb.spades.108_10_102	K08177
vamb.spades.108_10_103	K14445
vamb.spades.108_11_2	K01814
vamb.spades.108_11_4	K07240
vamb.spades.108_11_5	K07240
vamb.spades.108_11_6	K01945
vamb.spades.108_11_7	K00602
vamb.spades.108_11_8	K11175
vamb.spades.108_11_9	K01933
vamb.spades.108_11_10	K00764
vamb.spades.108_11_11	K01952
vamb.spades.108_11_12	K01588
vamb.spades.108_11_13	K06901
vamb.spades.108_11_17	K05366
vamb.spades.108_11_17	K12555
vamb.spades.108_11_19	K18231
vamb.spades.108_11_20	K02238
vamb.spades.108_11_24	K02057
vamb.spades.108_11_25	K02057
vamb.spades.108_11_26	K02056
vamb.spades.108_11_27	K07335
vamb.spades.108_13_2	K07726
vamb.spades.108_14_4	K07016
vamb.spades.108_14_5	K19138
vamb.spades.108_14_6	K09002
vamb.spades.108_14_7	K19139
vamb.spades.108_14_8	K19091
vamb.spades.108_14_10	K15342
vamb.spades.108_14_11	K09951
vamb.spades.108_14_13	K07483
vamb.spades.108_15_1	K07043
vamb.spades.108_15_3	K03088
vamb.spades.108_16_2	K07164
vamb.spades.108_16_4	K06967
vamb.spades.108_16_8	K03088
vamb.spades.108_17_5	K03088
vamb.spades.108_17_10	K02490
vamb.spades.108_17_10	K07657
vamb.spades.108_17_11	K01006
vamb.spades.108_17_12	K09773
vamb.spades.108_17_14	K01754
vamb.spades.108_17_15	K01879
vamb.spades.108_17_16	K01878
vamb.spades.108_17_18	K03584
vamb.spades.108_17_23	K04759
vamb.spades.108_17_24	K04758
vamb.spades.108_17_25	K06213
vamb.spades.108_17_26	K03595
vamb.spades.108_17_27	K01489
vamb.spades.108_17_29	K00887
vamb.spades.108_17_29	K00901
vamb.spades.108_17_30	K01489
vamb.spades.108_17_30	K07042
vamb.spades.108_17_31	K07037
vamb.spades.108_17_32	K06217
vamb.spades.108_17_33	K06438
vamb.spades.108_17_39	K02970
vamb.spades.108_17_40	K02503
vamb.spades.108_17_42	K18707
vamb.spades.108_17_43	K09761
vamb.spades.108_17_44	K02687
vamb.spades.108_17_45	K03686
vamb.spades.108_17_45	K05516
vamb.spades.108_17_46	K04043
vamb.spades.108_17_47	K03687
vamb.spades.108_17_49	K03705
vamb.spades.108_17_51	K03596
vamb.spades.108_17_52	K03980
vamb.spades.108_17_54	K06385
vamb.spades.108_17_55	K08972
vamb.spades.108_17_56	K02968
vamb.spades.108_17_57	K02340
vamb.spades.108_17_58	K07258
vamb.spades.108_17_59	K02238
vamb.spades.108_17_60	K02237
vamb.spades.108_17_61	K01687
vamb.spades.108_17_64	K00782
vamb.spades.108_17_65	K11473
vamb.spades.108_17_66	K00104
vamb.spades.108_17_67	K03303
vamb.spades.108_17_71	K11181
vamb.spades.108_17_72	K11180
vamb.spades.108_17_74	K02224
vamb.spades.108_17_75	K01869
vamb.spades.108_17_77	K00341
vamb.spades.108_17_77	K05565
vamb.spades.108_17_78	K05566
vamb.spades.108_17_79	K05567
vamb.spades.108_17_80	K05568
vamb.spades.108_17_81	K05569
vamb.spades.108_17_82	K05570
vamb.spades.108_17_83	K05571
vamb.spades.108_17_85	K01752
vamb.spades.108_17_86	K01752
vamb.spades.108_17_87	K04070
vamb.spades.108_17_88	K04750
vamb.spades.108_17_90	K02238
vamb.spades.108_17_98	K09710
vamb.spades.108_17_99	K00969
vamb.spades.108_17_100	K00969
vamb.spades.108_17_101	K00147
vamb.spades.108_17_102	K00931
vamb.spades.108_17_103	K07574
vamb.spades.108_17_105	K03979
vamb.spades.108_17_107	K02899
vamb.spades.108_17_108	K07584
vamb.spades.108_17_109	K02888
vamb.spades.108_17_110	K07099
vamb.spades.108_17_111	K08301
vamb.spades.108_18_1	K06113
vamb.spades.108_18_1	K12685
vamb.spades.108_18_3	K03892
vamb.spades.108_18_4	K07089
vamb.spades.108_18_6	K03325
vamb.spades.108_18_7	K03741
vamb.spades.108_18_8	K07755
vamb.spades.108_18_10	K04750
vamb.spades.108_18_16	K02315
vamb.spades.108_19_1	K07166
vamb.spades.108_19_2	K09157
vamb.spades.108_19_6	K03101
vamb.spades.108_19_7	K06180
vamb.spades.108_19_8	K02825
vamb.spades.108_19_16	K07673
vamb.spades.108_19_19	K01537
vamb.spades.108_19_21	K09777
vamb.spades.108_19_22	K00942
vamb.spades.108_19_23	K03060
vamb.spades.108_19_24	K01598
vamb.spades.108_19_24	K13038
vamb.spades.108_19_25	K00789
vamb.spades.108_19_26	K04066
vamb.spades.108_19_27	K01462
vamb.spades.108_19_28	K00604
vamb.spades.108_19_29	K09729
vamb.spades.108_19_30	K06973
vamb.spades.108_19_31	K03500
vamb.spades.108_19_32	K06941
vamb.spades.108_19_34	K20074
vamb.spades.108_19_35	K05515
vamb.spades.108_19_35	K21467
vamb.spades.108_19_36	K12132
vamb.spades.108_19_37	K06949
vamb.spades.108_19_38	K01783
vamb.spades.108_19_40	K04083
vamb.spades.108_19_41	K02902
vamb.spades.108_19_42	K03524
vamb.spades.108_19_48	K18118
vamb.spades.108_19_49	K01847
vamb.spades.108_19_49	K01848
vamb.spades.108_19_50	K01849
vamb.spades.108_19_51	K07588
vamb.spades.108_19_52	K01759
vamb.spades.108_19_52	K05606
vamb.spades.108_19_53	K01966
vamb.spades.108_19_56	K01572
vamb.spades.108_19_57	K07322
vamb.spades.108_19_58	K03655
vamb.spades.108_19_61	K06418
vamb.spades.108_19_61	K06419
vamb.spades.108_19_61	K06420
vamb.spades.108_19_61	K06421
vamb.spades.108_19_62	K06012
vamb.spades.108_19_63	K08316
vamb.spades.108_19_66	K07001
vamb.spades.108_19_68	K00625
vamb.spades.108_19_69	K00925
vamb.spades.108_19_70	K07040
vamb.spades.108_19_71	K02911
vamb.spades.108_19_73	K03621
vamb.spades.108_19_74	K00648
vamb.spades.108_19_75	K02371
vamb.spades.108_19_76	K00645
vamb.spades.108_19_77	K00059
vamb.spades.108_19_78	K02078
vamb.spades.108_19_80	K09458
vamb.spades.108_19_81	K03685
vamb.spades.108_19_83	K03529
vamb.spades.108_19_84	K03110
vamb.spades.108_19_85	K00772
vamb.spades.108_19_86	K08963
vamb.spades.108_19_87	K01628
vamb.spades.108_19_88	K12960
vamb.spades.108_19_88	K20810
vamb.spades.108_19_89	K09787
vamb.spades.108_19_90	K03106
vamb.spades.108_19_91	K02959
vamb.spades.108_19_92	K06960
vamb.spades.108_19_94	K02860
vamb.spades.108_19_95	K00554
vamb.spades.108_19_97	K00215
vamb.spades.108_19_98	K06410
vamb.spades.108_19_99	K06411
vamb.spades.108_19_100	K00133
vamb.spades.108_19_101	K00928
vamb.spades.108_19_102	K01714
vamb.spades.108_19_103	K12574
vamb.spades.108_19_104	K01358
vamb.spades.108_19_106	K03466
vamb.spades.108_19_108	K14441
vamb.spades.108_19_109	K00995
vamb.spades.108_19_110	K01095
vamb.spades.108_19_112	K03798
vamb.spades.108_19_113	K03742
vamb.spades.108_19_113	K03743
vamb.spades.108_19_115	K03553
vamb.spades.108_19_116	K03565
vamb.spades.108_19_117	K18682
vamb.spades.108_19_118	K09769
vamb.spades.108_19_119	K06416
vamb.spades.108_19_120	K01273
vamb.spades.108_19_121	K07053
vamb.spades.108_19_123	K02231
vamb.spades.108_19_124	K02232
vamb.spades.108_19_125	K02227
vamb.spades.108_19_126	K02233
vamb.spades.108_19_127	K16651
vamb.spades.108_19_128	K04720
vamb.spades.108_19_129	K02226
vamb.spades.108_19_129	K22305
vamb.spades.108_19_131	K00088
vamb.spades.108_19_133	K03569
vamb.spades.108_19_134	K01585
vamb.spades.108_19_135	K06168
vamb.spades.108_19_137	K03555
vamb.spades.108_19_140	K03572
vamb.spades.108_19_141	K00791
vamb.spades.108_19_142	K03666
vamb.spades.108_19_143	K01989
vamb.spades.108_19_144	K05832
vamb.spades.108_19_145	K05833
vamb.spades.108_19_147	K01989
vamb.spades.108_19_148	K05832
vamb.spades.108_19_149	K05833
vamb.spades.108_19_151	K06413
vamb.spades.108_19_154	K09793
vamb.spades.108_19_155	K01921
vamb.spades.108_19_156	K01356
vamb.spades.108_19_159	K02626
vamb.spades.108_19_160	K01611
vamb.spades.108_19_163	K02548
vamb.spades.108_19_164	K07052
vamb.spades.108_19_166	K01996
vamb.spades.108_19_167	K01995
vamb.spades.108_19_168	K01998
vamb.spades.108_19_169	K01997
vamb.spades.108_19_170	K01999
vamb.spades.108_19_171	K00177
vamb.spades.108_19_172	K00175
vamb.spades.108_19_173	K00174
vamb.spades.108_19_174	K00176
vamb.spades.108_19_174	K00180
vamb.spades.108_19_174	K05524
vamb.spades.108_19_175	K00946
vamb.spades.108_19_176	K00941
vamb.spades.108_19_176	K14153
vamb.spades.108_19_179	K07080
vamb.spades.108_19_180	K19814
vamb.spades.108_19_181	K02355
vamb.spades.108_19_182	K06409
vamb.spades.108_19_183	K03787
vamb.spades.108_19_184	K03100
vamb.spades.108_19_188	K17103
vamb.spades.108_19_189	K03722
vamb.spades.108_19_190	K01251
vamb.spades.108_19_191	K03216
vamb.spades.108_19_193	K07030
vamb.spades.108_19_195	K03711
vamb.spades.108_19_196	K03498
vamb.spades.108_19_197	K03499
vamb.spades.108_19_198	K07576
vamb.spades.108_19_202	K00185
vamb.spades.108_19_203	K00184
vamb.spades.108_19_204	K03385
vamb.spades.108_19_211	K00575
vamb.spades.108_19_212	K01845
vamb.spades.108_19_214	K01698
vamb.spades.108_19_215	K02302
vamb.spades.108_19_215	K02303
vamb.spades.108_19_215	K13542
vamb.spades.108_19_216	K01749
vamb.spades.108_19_217	K02492
vamb.spades.108_19_218	K02304
vamb.spades.108_19_219	K00805
vamb.spades.108_19_222	K03427
vamb.spades.108_19_223	K00928
vamb.spades.108_19_224	K00872
vamb.spades.108_19_225	K00003
vamb.spades.108_19_226	K06209
vamb.spades.108_19_227	K06398
vamb.spades.108_19_228	K00057
vamb.spades.108_19_229	K08591
vamb.spades.108_19_230	K03977
vamb.spades.108_19_235	K05739
vamb.spades.108_19_236	K06385
vamb.spades.108_19_238	K01823
vamb.spades.108_19_239	K02945
vamb.spades.108_19_239	K03527
vamb.spades.108_19_240	K00655
vamb.spades.108_19_241	K00945
vamb.spades.108_19_245	K07007
vamb.spades.108_19_246	K06178
vamb.spades.108_19_247	K06374
vamb.spades.108_19_248	K06373
vamb.spades.108_19_251	K06024
vamb.spades.108_19_252	K05896
vamb.spades.108_19_253	K01867
vamb.spades.108_19_254	K07460
vamb.spades.108_19_255	K00343
vamb.spades.108_19_256	K00342
vamb.spades.108_19_256	K05575
vamb.spades.108_19_257	K00341
vamb.spades.108_19_258	K00340
vamb.spades.108_19_258	K05576
vamb.spades.108_19_259	K00339
vamb.spades.108_19_259	K05578
vamb.spades.108_19_260	K00338
vamb.spades.108_19_260	K05580
vamb.spades.108_19_261	K00337
vamb.spades.108_19_262	K00333
vamb.spades.108_19_263	K00332
vamb.spades.108_19_264	K00331
vamb.spades.108_19_265	K00330
vamb.spades.108_19_266	K03470
vamb.spades.108_19_267	K14540
vamb.spades.108_19_268	K03100
vamb.spades.108_19_269	K02884
vamb.spades.108_19_270	K13789
vamb.spades.108_19_271	K03602
vamb.spades.108_19_272	K03601
vamb.spades.108_19_273	K00266
vamb.spades.108_19_274	K00528
vamb.spades.108_19_274	K16951
vamb.spades.108_19_275	K01409
vamb.spades.108_19_276	K03625
vamb.spades.108_19_280	K06397
vamb.spades.108_19_281	K06396
vamb.spades.108_19_282	K06395
vamb.spades.108_19_283	K06394
vamb.spades.108_19_284	K06393
vamb.spades.108_19_285	K06392
vamb.spades.108_19_286	K06391
vamb.spades.108_19_287	K06390
vamb.spades.108_19_289	K02356
vamb.spades.108_19_290	K01262
vamb.spades.108_19_290	K01271
vamb.spades.108_19_291	K03592
vamb.spades.108_19_292	K07457
vamb.spades.108_19_293	K03568
vamb.spades.108_19_296	K02662
vamb.spades.108_19_297	K02241
vamb.spades.108_19_299	K02672
vamb.spades.108_19_302	K02654
vamb.spades.108_19_303	K02456
vamb.spades.108_19_304	K02653
vamb.spades.108_19_305	K02454
vamb.spades.108_19_305	K02652
vamb.spades.108_19_306	K00891
vamb.spades.108_19_308	K07015
vamb.spades.108_19_309	K03091
vamb.spades.108_19_311	K00817
vamb.spades.108_19_315	K05515
vamb.spades.108_19_317	K08303
vamb.spades.108_19_319	K07082
vamb.spades.108_19_322	K07447
vamb.spades.108_19_325	K01872
vamb.spades.108_19_330	K00566
vamb.spades.108_19_331	K04488
vamb.spades.108_19_332	K04487
vamb.spades.108_19_334	K07478
vamb.spades.108_19_335	K01620
vamb.spades.108_19_336	K03671
vamb.spades.108_19_337	K21600
vamb.spades.108_19_338	K01876
vamb.spades.108_19_339	K01892
vamb.spades.108_19_342	K07560
vamb.spades.108_19_343	K00951
vamb.spades.108_19_344	K00759
vamb.spades.108_19_345	K07462
vamb.spades.108_19_347	K03074
vamb.spades.108_19_348	K03072
vamb.spades.108_19_348	K12257
vamb.spades.108_19_349	K03210
vamb.spades.108_19_350	K00773
vamb.spades.108_19_351	K07568
vamb.spades.108_19_353	K03093
vamb.spades.108_19_355	K03551
vamb.spades.108_19_356	K03550
vamb.spades.108_20_1	K07497
vamb.spades.108_20_2	K13694
vamb.spades.108_20_2	K21471
vamb.spades.108_21_2	K07080
vamb.spades.108_21_4	K12410
vamb.spades.108_21_8	K04655
vamb.spades.108_21_9	K04654
vamb.spades.108_21_10	K04653
vamb.spades.108_21_11	K04656
vamb.spades.108_21_12	K04652
vamb.spades.108_21_13	K04651
vamb.spades.108_21_14	K03605
vamb.spades.108_21_16	K14126
vamb.spades.108_21_17	K14128
vamb.spades.108_21_18	K14127
vamb.spades.108_21_19	K03388
vamb.spades.108_21_20	K03389
vamb.spades.108_21_22	K06337
vamb.spades.108_21_25	K21903
vamb.spades.108_21_26	K01534
vamb.spades.108_21_27	K03624
vamb.spades.108_21_32	K01181
vamb.spades.108_21_32	K12065
vamb.spades.108_21_50	K06295
vamb.spades.108_21_51	K06297
vamb.spades.108_21_52	K06296
vamb.spades.108_21_55	K08221
vamb.spades.108_21_55	K19578
vamb.spades.108_21_60	K00215
vamb.spades.108_21_62	K03183
vamb.spades.108_21_63	K07710
vamb.spades.108_21_63	K17763
vamb.spades.108_21_64	K07038
vamb.spades.108_21_65	K00762
vamb.spades.108_21_66	K01591
vamb.spades.108_21_67	K01465
vamb.spades.108_21_68	K00609
vamb.spades.108_21_69	K03298
vamb.spades.108_21_72	K14665
vamb.spades.108_21_77	K08097
vamb.spades.108_21_82	K10914
vamb.spades.108_21_82	K21563
vamb.spades.108_21_87	K03546
vamb.spades.108_21_88	K03547
vamb.spades.108_21_89	K16898
vamb.spades.108_21_90	K16899
vamb.spades.108_21_91	K03469
vamb.spades.108_21_92	K05979
vamb.spades.108_21_94	K22132
vamb.spades.108_21_96	K07138
vamb.spades.108_21_98	K03406
vamb.spades.108_21_102	K01919
vamb.spades.108_21_103	K06158
vamb.spades.108_21_104	K00525
vamb.spades.108_21_105	K02510
vamb.spades.108_21_106	K04565
vamb.spades.108_21_110	K07045
vamb.spades.108_22_1	K03086
vamb.spades.108_22_2	K02316
vamb.spades.108_22_3	K09768
vamb.spades.108_22_4	K01129
vamb.spades.108_22_5	K00567
vamb.spades.108_22_6	K21515
vamb.spades.108_23_1	K00241
vamb.spades.108_23_3	K06333
vamb.spades.108_23_4	K06334
vamb.spades.108_23_5	K01610
vamb.spades.108_23_7	K02003
vamb.spades.108_23_8	K02004
vamb.spades.108_23_9	K02005
vamb.spades.108_23_10	K03315
vamb.spades.108_23_16	K02406
vamb.spades.108_23_17	K03563
vamb.spades.108_23_18	K13626
vamb.spades.108_23_20	K02397
vamb.spades.108_23_21	K02396
vamb.spades.108_23_23	K02398
vamb.spades.108_23_26	K02242
vamb.spades.108_23_29	K03706
vamb.spades.108_23_30	K05540
vamb.spades.108_23_31	K03525
vamb.spades.108_23_33	K03523
vamb.spades.108_23_34	K18700
